1.919862177193762528e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.500000000000000000e+01 2.798786799923854568e-02 -2.429465675603170545e-14 0.000000000000000000e+00 1.837867999238544745e-03 0.000000000000000000e+00 1.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 -5.715320086228511742e-05
3.839724354387525056e-03 6.728784035204048712e-08 0.000000000000000000e+00 -1.106578282887500653e-02 -4.056805772085309014e-03 -3.916355233502671895e-04 2.572556700634991159e-15 -1.550754502619994778e-03 -1.331349803315041291e-15 8.999994497150360928e+01 5.595029446099837600e-02 -4.853664163229523287e-14 1.298042645117153379e-17 3.667954138550240037e-03 -6.699828957616987308e-18 1.999976483740956837e+03 4.493848420593542503e-01 -2.184473116364447907e-14 -1.275467357106098670e-04
3.839724354387525056e-03 3.364381640970406712e-07 0.000000000000000000e+00 -2.264574820313595971e-02 -8.578166706821321874e-03 -9.986489983741936305e-04 8.929250799828882933e-04 -3.232152001987910125e-03 8.056510729758409209e-05 8.999987828428378123e+01 5.590774808718060318e-02 5.185622329184778895e-08 4.493509925828633433e-06 3.644008057611199461e-03 4.090052834818790781e-07 1.999929459557153677e+03 1.348154630323687764e+00 8.996520077157961906e-08 -1.607967172655291942e-04
3.839724354387525056e-03 8.747346609547399775e-07 0.000000000000000000e+00 -2.313134337869558743e-02 -8.784364034815306255e-03 -1.368937621111787628e-03 2.743611722476565519e-03 -3.424836136932948166e-03 2.501914634261042172e-04 8.999985619743421239e+01 5.587359716109993601e-02 -1.886467855207078094e-07 2.273887569198427611e-05 3.610717336196394775e-03 2.075398350367683674e-06 1.999882444098325323e+03 2.246924432633528035e+00 4.509333947458521140e-07 -2.081762414591356927e-04
3.839724354387525056e-03 1.682169029728355749e-06 0.000000000000000000e+00 -2.305098561369434140e-02 -8.190770394971860768e-03 -1.670577024968783464e-03 4.562373115567770407e-03 -3.549727259603339610e-03 4.221584499410166880e-04 8.999983550312667546e+01 5.583910085286337283e-02 -1.164067894723794316e-06 5.933632609605773837e-05 3.575839741991545390e-03 5.448778420809574924e-06 1.999835428864774258e+03 3.145694032526397788e+00 1.150733938053581530e-06 -2.693406545411155552e-04
3.839724354387525056e-03 2.758728818781605668e-06 0.000000000000000000e+00 -2.295998040581928579e-02 -7.518317018240350258e-03 -1.938614826009557590e-03 6.174365107827576964e-03 -3.679092699651428499e-03 5.809192352115233804e-04 8.999981523856398269e+01 5.580374678785766929e-02 -2.910216285555922328e-06 1.130866910715492098e-04 3.539690430761852254e-03 1.047289072792218685e-05 1.999788413114544937e+03 4.044463400209345139e+00 2.131890439398302438e-06 -3.426100610535916810e-04
3.839724354387525056e-03 4.104397426229571994e-06 0.000000000000000000e+00 -2.289841561155722682e-02 -6.854014370860708749e-03 -2.155199522552150859e-03 7.570797938941559689e-03 -3.814113091557580146e-03 7.253305022322442328e-04 8.999979563839724506e+01 5.576748286263612242e-02 -5.386509257348421102e-06 1.818774605728258565e-04 3.502218497745005887e-03 1.700915536982223173e-05 1.999741396476403906e+03 4.943232521736242724e+00 3.335774060510157597e-06 -4.265069025213591870e-04
3.839724354387525056e-03 5.719154100198354112e-06 0.000000000000000000e+00 -2.287118062822196540e-02 -6.214741276538607306e-03 -2.322094418521450376e-03 8.763110897877391531e-03 -3.950923398549681387e-03 8.550615982808799746e-04 8.999977695467626404e+01 5.573032884866460646e-02 -8.528005927162691661e-06 2.636100164430807890e-04 3.463386521279807236e-03 2.491173839480554782e-05 1.999694378553945626e+03 5.842001384288801447e+00 4.730689548536537846e-06 -5.195918634239543154e-04
3.839724354387525056e-03 7.602973939141882573e-06 0.000000000000000000e+00 -2.287815582162390504e-02 -5.608346778408671018e-03 -2.444448985556485487e-03 9.765975038398589519e-03 -4.085126504051518094e-03 9.700909259347729238e-04 8.999975942284999064e+01 5.569235109087573854e-02 -1.226244769358198173e-05 3.563163964960204999e-04 3.423198397058811737e-03 3.403309741168789189e-05 1.999647358897141658e+03 6.740769974685008492e+00 6.318266354919939461e-06 -6.204866948111033547e-04
3.839724354387525056e-03 9.755827892228490319e-06 0.000000000000000000e+00 -2.291722938824240774e-02 -5.039855512433827345e-03 -2.528135701920328215e-03 1.059506245757213874e-02 -4.212434630317497125e-03 1.070662535787404897e-03 8.999974325292799904e+01 5.565365660333398967e-02 -1.651447615932114454e-05 4.581803954852553106e-04 3.381701459536535972e-03 4.422686484409268232e-05 1.999600337001244498e+03 7.639538279109313379e+00 8.130589122889816429e-06 -7.278862182496057421e-04
